,f,mi
177,V80intent2,0.018954383512412413
178,V81intent2,0.020753569201468276
179,V82intent2,0.02383718347616386
180,V83intent2,0.02181593212039301
181,V84intent2,0.014508682937682562
182,V85intent2,0.023994139475916228
183,V86intent2,0.023750159690958856
184,V87intent2,0.006061541738065884
185,V88intent2,0.014810174132822422
186,V89intent2,0.006440978648353672
187,V90intent2,0.029464605024541096
188,V91intent2,0.0025197350948758432
189,V92intent2,0.02284249520575883
190,V93intent2,0.015994543492699267
191,V94intent2,0.013562242725347522
192,V95intent2,0.006885417595320333
193,V96intent2,0.020751166177164836
194,V97intent2,0.007903589648535561
195,V98intent2,0.01865111790296505
196,V99intent2,0.015372584460648939
197,V100intent2,0.027483055203796968
198,V2intent3,0.029269151190060797
199,V3intent3,0.033846566734132416
200,V4intent3,0.014226219142972306
201,V5intent3,0.044132714786697926
202,V6intent3,0.011336001323173528
203,V7intent3,0.037755049928775014
204,V8intent3,0.004253482888105752
205,V9intent3,0.020195698833649942
206,V10intent3,0.009233151127455954
207,V11intent3,0.04052938515141308
208,V12intent3,0.03834863207637098
209,V13intent3,0.028299358268705308
210,V14intent3,0.038528408080657765
211,V15intent3,0.019179369495399827
212,V16intent3,0.026620722287269107
213,V17intent3,0.015828968352571655
214,V18intent3,0.028432554586488704
215,V19intent3,0.02479054129870374
216,V20intent3,0.015393944556882689
217,V21intent3,0.019265838713964343
218,V22intent3,0.02114382623163871
219,V23intent3,0.01132934882831765
220,V24intent3,0.018707438542096933
221,V25intent3,0.037044587675837314
222,V26intent3,0.03419981304158691
223,V27intent3,0.024794142196251576
224,V28intent3,0.018315001734726347
225,V29intent3,0.018526562307066046
226,V30intent3,0.026049225875461195
227,V31intent3,0.01444997592679264
228,V32intent3,0.03357738941511122
229,V33intent3,0.03463242696978044
230,V34intent3,0.0382260086215077
231,V35intent3,0.025018421585319466
232,V36intent3,0.044381594537081306
233,V37intent3,0.015428031608197007
234,V38intent3,0.029459922764053906
235,V39intent3,0.01130259480425601
236,V40intent3,0.0025558992221396447
237,V41intent3,0.00762875332914654
238,V42intent3,0.034560596607107724
239,V43intent3,0.02782701854696258
240,V44intent3,0.016975198671395245
241,V45intent3,0.03998384861977696
242,V46intent3,0.029832908908618273
243,V47intent3,0.03449146717023584
244,V48intent3,0.035133839845514804
245,V49intent3,0.03436044990916509
246,V50intent3,0.02815945800905409
247,V51intent3,0.041291968745614506
248,V52intent3,0.03709549637452612
249,V53intent3,0.023971941846817727
250,V54intent3,0.012825469580428538
251,V55intent3,0.02767235874795712
252,V56intent3,0.028289871732704083
253,V57intent3,0.04075720159007696
254,V58intent3,0.03406416023005357
255,V59intent3,0.05246223135493088
256,V60intent3,0.020951044045908435
257,V61intent3,0.02449782236634057
258,V62intent3,0.009620378608097994
259,V63intent3,0.043747656112305154
260,V64intent3,0.010354713822776097
261,V65intent3,0.07205292237969543
262,V66intent3,0.034542214717764974
263,V67intent3,0.03962819518819275
264,V68intent3,0.02493560217282413
265,V69intent3,0.00858220235873504
266,V70intent3,0.014524803221044368
267,V71intent3,0.047943793637449605
268,V72intent3,0.02503974825262794
269,V73intent3,0.0311874886366678
270,V74intent3,0.03415228840853197
271,V75intent3,0.011621293098050899
272,V76intent3,0.04013820250643182
273,V77intent3,0.015753956564665036
274,V78intent3,0.031056423367843436
275,V79intent3,0.03973006519138139
276,V80intent3,0.02661087277851323
277,V81intent3,0.028189530068626793
278,V82intent3,0.03616811194824344
279,V83intent3,0.03437263489420424
280,V84intent3,0.019501111694339223
281,V85intent3,0.038231060529058065
282,V86intent3,0.03795597110905916
